company_name,openfda_substance_name,openfda_pharm_class_pe,initial_posting_date,update_type,openfda_route,generic_name,openfda_rxcui,related_info_link,openfda_spl_set_id,update_date,openfda_product_type,discontinued_date,therapeutic_category,openfda_brand_name,openfda_product_ndc,openfda_manufacturer_name,openfda_spl_id,openfda_package_ndc,presentation,dosage_form,availability,openfda_nui,openfda_application_number,openfda_pharm_class_cs,openfda_generic_name,openfda_pharm_class_epc,resolved_note,status,shortage_reason,related_info,change_date,openfda_unii,package_ndc,contact_info,openfda_pharm_class_moa
"Hospira, Inc., a Pfizer Company",BUPIVACAINE HYDROCHLORIDE,,02/20/2018,Reverified,PERINEURAL,Bupivacaine Hydrochloride Injection,"1012377, 1012381, 1012384, 1012388, 1012396, 1012400, 1012404, 1012406, 1672917, 1672919, 1673242, 1673243, 1724786, 1724787, 1724794, 1724796, 1724880, 1724884, 1725044, 1725046, 1725078, 1725079, 1725082, 1725083, 1867594, 1867596, 1867612, 1867614",,67578b56-7540-487e-1fba-481255620e78,08/15/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,MARCAINE,"0409-1610, 0409-1559, 0409-1560, 0409-1582, 0409-1587, 0409-1746, 0409-1749, 0409-1752, 0409-1755, 0409-2510, 0409-7535, 0409-1250, 0409-5010, 0409-1530, 0409-0525, 0409-7510, 0409-2253","Hospira, Inc.",b083f440-bfb7-449a-b601-c2f59a6f9dcf,"0409-1559-18, 0409-1559-10, 0409-1559-19, 0409-1559-30, 0409-1560-18, 0409-1560-10, 0409-1560-19, 0409-1560-29, 0409-1582-18, 0409-1582-10, 0409-1582-19, 0409-1582-29, 0409-1587-50, 0409-1610-50, 0409-1746-70, 0409-1746-10, 0409-1746-71, 0409-1746-30, 0409-1749-70, 0409-1749-10, 0409-1749-71, 0409-1749-29, 0409-1752-50, 0409-1755-50, 0409-2510-01, 0409-2510-25, 0409-7535-01, 0409-7535-25, 0409-1250-01, 0409-1250-25, 0409-5010-01, 0409-5010-25, 0409-1530-01, 0409-1530-25, 0409-0525-01, 0409-0525-25, 0409-7510-01, 0409-7510-25, 0409-2253-01, 0409-2253-25","Marcaine, Injection, Marcaine 250 mg/50 mL (5 mg/mL) (NDC 0409-1610-50)",Injection,Available,,NDA016964,,BUPIVACAINE HYDROCHLORIDE,,,Current,,,,"30Q7KI53AK, 7TQO7W3VT8",0409-1610-50,844-646-4398,
Sagent Pharmaceuticals,CLINDAMYCIN PHOSPHATE,,03/21/2023,Reverified,"INTRAMUSCULAR, INTRAVENOUS",Clindamycin Phosphate Injection,"1737244, 1737578, 1737581",,7a6967b3-5563-4bed-9eee-d400f800e799,08/26/2025,HUMAN PRESCRIPTION DRUG,,Anti-Infective,CLINDAMYCIN,25021-115,Sagent Pharmaceuticals,4662502b-ce7c-4278-854d-cf8632ac9b83,"25021-115-02, 25021-115-04, 25021-115-06","Clindamycin Phosphate, Injection, 150 mg/1 mL (NDC 25021-115-02)",Injection,Available,,ANDA090108,,CLINDAMYCIN PHOSPHATE,,,Current,,,,EH6D7113I8,25021-115-02,866-625-1618,
HQ Specialty Pharma,DEXMEDETOMIDINE HYDROCHLORIDE,,04/10/2020,Reverified,INTRAVENOUS,Dexmedetomidine Hydrochloride Injection,"1718906, 1718909, 1788947",,0d2710f2-ee47-4114-ab5c-8dca74cdcb8d,09/17/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,DEXMEDETOMIDINE,"44567-600, 44567-601, 44567-602, 44567-603","WG Critical Care, LLC",e6fa3e27-b374-49b6-a678-a5954f5beae8,"44567-600-04, 44567-601-04, 44567-602-24, 44567-603-24","Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 44567-600-04)",Injection,Available,,NDA206628,,DEXMEDETOMIDINE,,,Current,,Marketed by WG Critical Care,,1018WH7F9I,44567-600-04,WG Critical Care 888-493-0861,
Chartwell Molecular Holdings LLC,FLURAZEPAM HYDROCHLORIDE,,08/03/2022,Reverified,ORAL,Flurazepam Hydrochloride Capsule,"1298088, 1298091",,8f476891-1346-4e8c-ac1b-f8cbdc64f5a1,08/19/2025,HUMAN PRESCRIPTION DRUG,,"Oncology, Other",FLURAZEPAM HYDROCHLORIDE,"62135-736, 62135-737","Chartwell RX, LLC",25893c92-c8f1-567a-e063-6294a90a00d4,"62135-736-30, 62135-736-90, 62135-737-30, 62135-737-90","Flurazepam Hydrochloride, Capsule, 15 mg (NDC 62135-736-90)",Capsule,Available,,ANDA072368,,FLURAZEPAM HYDROCHLORIDE,,,Current,,,,756RDM536M,62135-736-90,845-268-5000 Ext. 510,
Gland Pharma Limited,MIDAZOLAM HYDROCHLORIDE,,04/02/2020,Reverified,"INTRAMUSCULAR, INTRAVENOUS",Midazolam Hydrochloride Injection,1666798,,401a66d1-9374-40af-acd2-73e573584da2,09/29/2025,HUMAN PRESCRIPTION DRUG,,"Anesthesia, Neurology",MIDAZOLAM,70860-600,"Athenex Pharmaceutical Division, LLC.",12dd97c1-4ccf-a310-e063-6294a90a4316,"70860-600-41, 70860-600-02","Midazolam Hydrochloride, Injection, 2 mg/2 mL (NDC 70860-600-02)",Injection,Available,,ANDA090696,,MIDAZOLAM HYDROCHLORIDE,,,Current,Other,Distributed by Sagent Pharmaceuticals: 1-866-625-1618,,W7TTW573JJ,70860-600-02,Athenex: 855-273-0154; Alvogen: 973-532-7840,
Pfizer Inc.,QUINAPRIL HYDROCHLORIDE,,01/19/2023,Reverified,ORAL,Quinapril Hydrochloride Tablet,"207891, 207892, 207893, 207895, 312748, 312749, 312750, 314203",,63cf5651-d52c-4d27-9fd4-ed9cd9724dff,08/15/2025,HUMAN PRESCRIPTION DRUG,,Cardiovascular,ACCUPRIL,"0071-0530, 0071-0527, 0071-0532, 0071-0535, 0071-1205, 0071-1410, 0071-1620, 0071-1840",Parke-Davis Div of Pfizer Inc,ee20d3b1-a5c8-4510-a931-3872df7b77f4,"0071-0527-23, 0071-0530-23, 0071-0530-40, 0071-0532-23, 0071-0532-40, 0071-0535-23, 0071-1205-23, 0071-1410-23, 0071-1620-23, 0071-1840-23","Accupril, Tablet, 10 mg (NDC 0071-0530-23)",Tablet,Unavailable,,NDA019885,,QUINAPRIL HYDROCHLORIDE,,,Current,Delay in shipping of the drug,Next Delivery and Estimated Recovery: TBD,,33067B3N2M,0071-0530-23,800-533-4535,
"Boehringer Ingelheim Pharmaceuticals, Inc.",,,01/06/2025,New,,Adalimumab-adbm Injection,"797544, 2640883, 2640889, 2640891, 2640892, 2640893, 2640894, 2640895, 2640898, 2640900, 2640901, 2640902, 2640903, 2680743, 2680746, 2680748, 2680750, 2680756, 2680757, 2680759, 2680760",,115ea79b-7209-7f19-b35d-36ec0828fbf5,01/06/2025,HUMAN PRESCRIPTION DRUG,01/06/2025,Rheumatology,CYLTEZO,"0597-0495, 0597-0370, 0597-0405, 0597-0400, 0597-0375, 0597-0485","Boehringer Ingelheim Pharmaceuticals, Inc.",48e59974-6012-4a21-9348-552d590632b1,"0597-0370-82, 0597-0370-72, 0597-0370-45, 0597-0405-80, 0597-0405-10, 0597-0400-89, 0597-0375-48, 0597-0375-97, 0597-0375-23, 0597-0375-16, 0597-0375-53, 0597-0485-46, 0597-0485-20, 0597-0480-12, 0597-0495-47, 0597-0495-50, 0597-0495-40, 0597-0495-60, 0597-0490-32","Cyltezo, Injection, Kit (NDC 0597-0495-60)",Injection,,,BLA761058,,ADALIMUMAB-ADBM,,,To Be Discontinued,,,,,0597-0495-60,800-243-0127,
"Hikma Pharmaceuticals USA, Inc.",LORAZEPAM,,09/05/2018,Revised,"INTRAMUSCULAR, INTRAVENOUS",Lorazepam Injection,"206819, 206820, 238100, 238101, 1665188, 1665190, 1665326, 1665327",,5fc0e987-61c9-40c4-b0d5-fcea07c8733e,07/23/2025,HUMAN PRESCRIPTION DRUG,,Neurology,ATIVAN,"0641-6001, 0641-6003, 0641-6002, 0641-6000",Hikma Pharmaceuticals USA Inc.,209b0091-c890-4f69-a693-d0594c2606fe,"0641-6003-01, 0641-6003-25, 0641-6002-01, 0641-6002-10, 0641-6001-01, 0641-6001-25, 0641-6000-01, 0641-6000-10","Ativan, Injection, 2 mg/1 mL (NDC 0641-6001-25)",Injection,Unavailable,"N0000175694, M0002356",NDA018140,Benzodiazepines [CS],LORAZEPAM,Benzodiazepine [EPC],,Current,Regulatory delay,Shortage duration unknown,,O26FZP769L,0641-6001-25,800-631-2174,
"Trigen Laboratories, LLC",METHYLPHENIDATE HYDROCHLORIDE,,07/26/2023,Reverified,ORAL,"Methylphenidate Hydrochloride Tablet, Extended Release","1091155, 1091170, 1091185, 1091210, 1995461",,c45dc1de-adfa-4b3c-a7dc-cffbc8eac74f,09/04/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,METHYLPHENIDATE HYDROCHLORIDE,"13811-708, 13811-709, 13811-706, 13811-707, 13811-710","Trigen Laboratories, LLC",354443b1-a623-43b0-b984-f8de2f6c60b2,"13811-709-10, 13811-706-10, 13811-707-10, 13811-708-10, 13811-710-10, 13811-710-30","Methylphenidate Hydrochloride, Tablet, Extended Release, 36 mg (NDC 13811-708-10)",Tablet,Limited Availability,,ANDA205327,,METHYLPHENIDATE HYDROCHLORIDE,,,Current,Demand increase for the drug,Allocation to current contracted customers,,4B3SC438HI,13811-708-10,800-541-4802,
"Hikma Pharmaceuticals USA, Inc.",ATROPINE SULFATE,,12/20/2023,Reverified,"ENDOTRACHEAL, INTRAMEDULLARY, INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Atropine Sulfate Injection,1190776,,4c15d3cc-7888-4c82-b3f8-a5d93c5523df,07/23/2025,HUMAN PRESCRIPTION DRUG,,"Anesthesia, Neurology, Pediatric",ATROPINE SULFATE,0641-6251,Hikma Pharmaceuticals USA Inc.,f5ca4281-8c89-4efc-80b1-2fbcf61c7c55,0641-6251-10,"Atropine Sulfate, Injection, 0.4 mg/1 mL (NDC 0641-6251-10)",Injection,Available,,ANDA213561,,ATROPINE SULFATE,,,Current,,,,03J5ZE7KA5,0641-6251-10,800-631-2174,
MSN Laboratories Private Limited,BUMETANIDE,Increased Diuresis at Loop of Henle [PE],12/13/2017,Reverified,"INTRAMUSCULAR, INTRAVENOUS",Bumetanide Injection,"282486, 1727569",,387edfd4-be85-41cd-8a6d-14e6a022b5a9,09/15/2025,HUMAN PRESCRIPTION DRUG,,Cardiovascular,BUMETANIDE,"72205-101, 72205-102",Novadoz Pharmaceuticals LLC,387edfd4-be85-41cd-8a6d-14e6a022b5a9,"72205-101-01, 72205-101-07, 72205-102-01, 72205-102-07","Bumetanide, Injection, .25 mg/1 mL (NDC 72205-101-07)",Injection,Available,"N0000175366, N0000175590",ANDA215364,,BUMETANIDE,Loop Diuretic [EPC],,Current,,,,0Y2S3XUQ5H,72205-101-07,Distributed by: Novadoz Pharmaceuticals LLC; Telephone: (855) 668-2369; customerservice@novadozpharma.com,
Sun Pharmaceutical Industries Limited,CLINDAMYCIN HYDROCHLORIDE,,12/05/2024,New,ORAL,Clindamycin Hydrochloride Capsule,"197518, 284215",,1dbd8448-c1e5-46df-8060-50ef82380445,12/05/2024,HUMAN PRESCRIPTION DRUG,12/05/2024,Anti-Infective,CLINDAMYCIN HYDROCHLORIDE,"63304-692, 63304-693","Sun Pharmaceutical Industries, Inc.",339366d4-2060-1c29-e063-6394a90a1cb7,"63304-692-01, 63304-692-05, 63304-692-77, 63304-692-03, 63304-693-16, 63304-693-01, 63304-693-03, 63304-693-05, 63304-693-77, 63304-693-11, 63304-693-62","Clindamycin Hydrochloride, Capsule, 150 mg (NDC 63304-692-05)",Capsule,,,ANDA065061,,CLINDAMYCIN HYDROCHLORIDE,,,To Be Discontinued,,Discontinuing for business reasons,,T20OQ1YN1W,63304-692-05,800-818-4555,
"Caplin Steriles, Ltd.",ETOMIDATE,General Anesthesia [PE],10/05/2022,Reverified,INTRAVENOUS,Etomidate Injection,"1654006, 1654008",,"f38fad46-f2dd-4692-a2a9-a13d0a717bf8, d07efb9e-5264-461d-96d8-e11fa71c5751",09/16/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,ETOMIDATE,"65219-445, 65219-447","Fresenius Kabi USA, LLC","446487f1-002e-41d3-846a-67570e797171, 30488a7e-ea9e-4a27-95a9-a07149c50282","65219-445-12, 65219-445-22, 65219-445-01, 65219-445-10, 65219-447-02, 65219-447-20","Etomidate, Injection, 40 mg/20 mL (NDC 65219-445-20)",Injection,Available,"N0000175975, N0000175681",ANDA215028,,ETOMIDATE,General Anesthetic [EPC],,Current,,Check wholesalers for inventory; Marketed by Fresenius Kabi,,Z22628B598,65219-445-20,800-551-7176,
Sintetica US,LIDOCAINE HYDROCHLORIDE ANHYDROUS,,02/22/2012,Reverified,INFILTRATION,Lidocaine Hydrochloride Injection,"1737566, 1737568, 1737570, 1737757, 1737761, 1737763",,aa3e688a-308c-4a82-a268-28ccf1677c55,08/19/2025,HUMAN PRESCRIPTION DRUG,,"Anesthesia, Pediatric",NA,"83090-003, 83090-001, 83090-002, 83090-004, 83090-005, 83090-006",Sintetica US LLC,0d18f291-3a92-421e-8841-6be743b1f154,"83090-001-01, 83090-001-10, 83090-002-01, 83090-002-10, 83090-003-01, 83090-003-10, 83090-004-01, 83090-004-10, 83090-005-01, 83090-005-10, 83090-006-01, 83090-006-10","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 83090-003-10)",Injection,Available,,ANDA214267,,LIDOCAINE HYDROCHLORIDE,,,Current,,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 1% 10X10ML) is Preservative free.",,EC2CNF7XFP,83090-003-10,"844-425-3131, SinteticaCS@eversana.com",
"Actavis Pharma, Inc.",LIDOCAINE,Local Anesthesia [PE],07/17/2025,New,TOPICAL,Lidocaine Patch,1745091,,c18799cd-9e11-4196-9ab1-0a2a84585e56,07/17/2025,HUMAN PRESCRIPTION DRUG,07/17/2025,Analgesia/Addiction,LIDOCAINE,0591-2679,"Actavis Pharma, Inc.",e0683309-89ba-4804-887f-12fcaf59a2ca,"0591-2679-11, 0591-2679-30","Lidocaine, Patch, 5% (NDC 0591-2679-30)",Patch,,"N0000175682, M0000897, N0000175426, N0000175976",ANDA200675,Amides [CS],LIDOCAINE,"Amide Local Anesthetic [EPC], Antiarrhythmic [EPC]",,To Be Discontinued,,Discontinuation is for the “NovaPlus” label product only.,,98PI200987,0591-2679-30,800-545-8800,
Alvogen,LISDEXAMFETAMINE DIMESYLATE,,07/14/2023,Reverified,ORAL,Lisdexamfetamine Dimesylate Capsule,"854830, 854834, 854838, 854842, 854846, 854850, 1593856",,7f2dd6ee-3363-c87c-9693-ed838942556c,09/15/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,LISDEXAMFETAMINE DIMESYLATE,"47781-567, 47781-562, 47781-563, 47781-564, 47781-565, 47781-566, 47781-568",Alvogen Inc.,9114d946-92cb-c19d-c6f2-aef77294461f,"47781-562-01, 47781-563-01, 47781-564-01, 47781-565-01, 47781-566-01, 47781-567-01, 47781-568-01","Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 47781-567-01)",Capsule,Available,,ANDA214547,,LISDEXAMFETAMINE DIMESYLATE,,,Current,,,,SJT761GEGS,47781-567-01,844-842-8672 and email: CustomerService-US@alvogen.com,
"Upsher-Smith Laboratories, LLC",MIDODRINE HYDROCHLORIDE,,04/28/2025,New,ORAL,Midodrine Hydrochloride Tablet,"993462, 993466, 993470",,4c3517f3-1c68-4ade-b5f1-c488a3a335c1,04/28/2025,HUMAN PRESCRIPTION DRUG,04/28/2025,Cardiovascular,MIDODRINE HYDROCHLORIDE,"0245-0211, 0245-0212, 0245-0213","Upsher-Smith laboratories, LLC",18b0b9f5-6026-479e-af12-92b0e71a9d6b,"0245-0211-11, 0245-0211-89, 0245-0211-01, 0245-0212-11, 0245-0212-89, 0245-0212-01, 0245-0213-11, 0245-0213-89, 0245-0213-01","Orvaten, Tablet, 2.5 mg (NDC 0245-0211-01)",Tablet,,,ANDA076725,,MIDODRINE HYDROCHLORIDE,,,To Be Discontinued,,,,59JV96YTXV,0245-0211-01,800-654-2299,
Ingenus Pharmaceuticals LLC,CARBOPLATIN,,04/28/2023,Reverified,INTRAVENOUS,Carboplatin Injection,597195,,475caee0-15a6-4f0d-bca7-f3e472b323f7,09/15/2025,HUMAN PRESCRIPTION DRUG,,Oncology,CARBOPLATIN,"50742-447, 50742-448","Ingenus Pharmaceuticals, LLC",69fafb3c-1c18-4d34-83b2-3ab9ddaa6769,"50742-447-45, 50742-448-60","Carboplatin, Injection, 450 mg/45 mL (NDC 50742-447-45)",Injection,Unavailable,"N0000175413, N0000175073",ANDA208487,,CARBOPLATIN,Platinum-based Drug [EPC],,Current,Other,"For any other information, please contact the Ingenus Customer Service team at 866-321-5031.",,BG3F62OND5,50742-447-45,866-321-5031,
"Fresenius Kabi USA, LLC",DEXAMETHASONE SODIUM PHOSPHATE,,02/08/2019,Reverified,"INTRAMUSCULAR, INTRAVENOUS",Dexamethasone Sodium Phosphate Injection,"1116927, 1812194",,"2b626a48-c7aa-4443-9164-a08ff069ccd1, 4fedef4f-ec96-4f36-b2f0-01e243e3b89e",09/18/2025,HUMAN PRESCRIPTION DRUG,,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",DEXAMETHASONE SODIUM PHOSPHATE,63323-165,"Fresenius Kabi USA, LLC","a832bff9-0bb3-4350-abb5-d57b9417070c, 9dd90418-e564-4bc5-9077-506a1c2c1bce","63323-165-11, 63323-165-51, 63323-165-13, 63323-165-53, 63323-165-02, 63323-165-01, 63323-165-03, 63323-165-05, 63323-165-30, 63323-165-16, 63323-165-26","Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 63323-165-30)",Injection,Available,,ANDA084916,,DEXAMETHASONE SODIUM PHOSPHATE,,,Current,,Check wholesalers for inventory,,AI9376Y64P,63323-165-30,888-386-1300,
"Avet Pharmaceuticals, Inc.",FUROSEMIDE,Increased Diuresis at Loop of Henle [PE],04/07/2020,Reverified,INTRAVENOUS,Furosemide Injection,"1719286, 1719290, 1719291",,1b9117d5-0dd9-4577-a1fd-bb0aaf7e68ec,09/15/2025,HUMAN PRESCRIPTION DRUG,,Cardiovascular,FUROSEMIDE,23155-473,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,936eaafa-5088-4ebc-85bc-685ffb85c81f,"23155-473-31, 23155-473-41, 23155-473-32, 23155-473-42, 23155-473-43, 23155-473-33, 23155-473-44, 23155-473-45","Furosemide, Injection, 10 mg/1 mL (NDC 23155-473-42)",Injection,Available,"N0000175366, N0000175590",ANDA203428,,FUROSEMIDE,Loop Diuretic [EPC],,Current,,,,7LXU5N7ZO5,23155-473-42,855-228-9470,
"Hospira, Inc., a Pfizer Company",HYDROMORPHONE HYDROCHLORIDE,,10/31/2017,Revised,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Hydromorphone Hydrochloride Injection,"897756, 897757, 1433251, 1724383, 1724644, 1872271, 2675350, 897653, 897753, 897758, 1724276",,"f9ca2ef5-46d8-475a-a26e-f7c8becd6db7, e9c9ef18-7dfc-4322-b2fc-29b934c30f8b",08/15/2025,HUMAN PRESCRIPTION DRUG,,Analgesia/Addiction,HYDROMORPHONE HYDROCHLORIDE,"0409-1283, 0409-1312, 0409-1380, 0409-4264, 0409-1805, 0409-2552, 0409-3356, 0409-2540, 0409-3365, 0409-1304","Hospira, Inc.","53b6867a-0ae3-48ff-b257-9e58cc76de9c, 58ff0e68-b78f-4ebd-a91b-b53bbdefc544","0409-1283-17, 0409-1283-37, 0409-1312-16, 0409-1312-36, 0409-1380-11, 0409-1380-01, 0409-4264-11, 0409-4264-01, 0409-1805-10, 0409-1805-01, 0409-2552-11, 0409-2552-01, 0409-3356-11, 0409-3356-01, 0409-2540-11, 0409-2540-01, 0409-3365-11, 0409-3365-01, 0409-3365-10, 0409-1283-03, 0409-1283-31, 0409-1283-09, 0409-1283-10, 0409-1283-04, 0409-1283-05, 0409-1312-03, 0409-1312-30, 0409-1312-09, 0409-1312-10, 0409-1304-03, 0409-1304-31","Hydromorphone Hydrochloride, Injection, 1 mg/1 mL (NDC 0409-1283-37)",Injection,Unavailable,,NDA200403,,HYDROMORPHONE HYDROCHLORIDE,,,Current,Other,Next Delivery: February 2026; Estimated Recovery: March 2026,,L960UP2KRW,0409-1283-37,844-646-4398,
"Boehringer Ingelheim Pharmaceuticals, Inc.",,,01/06/2025,New,,Adalimumab-adbm Injection,"797544, 2640883, 2640891, 2640893, 2640895, 2640900, 2640902, 2680743, 2680748, 2680756, 2680759",,62f39a7c-00df-4519-a8d4-39bbd0a649ed,01/06/2025,HUMAN PRESCRIPTION DRUG,01/06/2025,Rheumatology,ADALIMUMAB-ADBM,"0597-0575, 0597-0595, 0597-0555, 0597-0585, 0597-0545, 0597-0565","Boehringer Ingelheim Pharmaceuticals, Inc.",79fdef1e-7f86-429d-bc7d-2e99f286204b,"0597-0595-20, 0597-0590-26, 0597-0555-80, 0597-0550-06, 0597-0585-89, 0597-0580-37, 0597-0545-22, 0597-0545-44, 0597-0545-66, 0597-0540-10, 0597-0575-50, 0597-0575-40, 0597-0575-60, 0597-0570-32, 0597-0565-20, 0597-0560-12","Cyltezo, Injection, Kit (NDC 0597-0575-60)",Injection,,,BLA761058,,ADALIMUMAB-ADBM,,,To Be Discontinued,,,,,0597-0575-60,800-243-0127,
B. Braun Medical Inc.,"CALCIUM CHLORIDE, DEXTROSE MONOHYDRATE, POTASSIUM CHLORIDE, SODIUM CHLORIDE, SODIUM LACTATE",,10/11/2024,Reverified,INTRAVENOUS,Lactated Ringers Injection,847627,,190da07e-a616-46e6-b4e5-1c0ba39306e5,09/16/2025,HUMAN PRESCRIPTION DRUG,,"Endocrinology/Metabolism, Gastroenterology, Other",DEXTROSE IN LACTATED RINGERS,0264-7751,B. Braun Medical Inc.,63aa1cd2-fda4-4386-8d11-5d1617634ef7,"0264-7751-00, 0264-7751-10","Lactated Ringers, Injection, .02 g/100 mL; 5 g/100 mL; .03 g/100 mL; .6 g/100 mL; .31 g/100 mL (NDC 0264-7751-10)",Injection,Available,,NDA019634,,"DEXTROSE, SODIUM CHLORIDE, SODIUM LACTATE, POTASSIUM CHLORIDE, AND CALCIUM CHLORIDE",,,Current,,,,"M4I0D6VV5M, LX22YL083G, 660YQ98I10, 451W47IQ8X, TU7HW0W0QT",0264-7751-10,800-227-2862,
Eugia US LLC,LIDOCAINE HYDROCHLORIDE,,06/13/2018,Revised,"INFILTRATION, PERINEURAL",Lidocaine Hydrochloride Injection,"1010033, 1010671",,"ccc38d8a-43fd-44c0-985e-32af9ed956ab, ef782e5e-e2d7-465a-99c6-b12611f3158c",09/05/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,LIDOCAINE HYDROCHLORIDE,"55150-254, 55150-251, 55150-252, 55150-255, 55150-253, 55150-256",Eugia US LLC,"ccc38d8a-43fd-44c0-985e-32af9ed956ab, 0b1f03c2-db2f-4f90-acc0-d73abd731bf6","55150-251-24, 55150-252-24, 55150-254-24, 55150-255-24, 55150-251-10, 55150-252-20, 55150-253-50, 55150-254-10, 55150-255-20, 55150-256-50","Lidocaine Hydrochloride, Injection, 20 mg/mL (NDC 55150-254-10)",Injection,Available,,ANDA207182,,LIDOCAINE HYDROCHLORIDE,,,Current,,Check wholesalers for inventory,,V13007Z41A,55150-254-10,888-238-7880,
"Lannett Company, Inc.",LISDEXAMFETAMINE DIMESYLATE,,07/14/2023,Reverified,ORAL,Lisdexamfetamine Dimesylate Capsule,"854830, 854834, 854838, 854842, 854846, 854850, 1593856",,2cedb4c2-1e40-4bc4-b9f4-127150c4afbd,09/15/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,LISDEXAMFETAMINE DIMESYLATE,"0527-4664, 0527-4661, 0527-4662, 0527-4663, 0527-4665, 0527-4666, 0527-4667","Lannett Company, Inc.",981ca74f-737d-45e5-a3b2-b25256263768,"0527-4661-37, 0527-4662-37, 0527-4663-37, 0527-4664-37, 0527-4665-37, 0527-4666-37, 0527-4667-37","Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 0527-4664-37)",Capsule,Unavailable,,ANDA215802,,LISDEXAMFETAMINE DIMESYLATE,,,Current,Shortage of an active ingredient,Limited Availability,,SJT761GEGS,0527-4664-37,844-834-0530,
"Noven Pharmaceuticals, Inc.",METHYLPHENIDATE,Central Nervous System Stimulation [PE],02/28/2025,Revised,TRANSDERMAL,"Methylphenidate Film, Extended Release",,,7bcff873-1fc2-45bc-a8e4-5db4edeb9bfb,08/19/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,METHYLPHENIDATE TRANSDERMAL SYSTEM,"0574-2420, 0574-2410, 0574-2415, 0574-2430",PADAGIS US LLC,b743ef45-2fc0-4086-8a02-6078e6a09eaa,"0574-2410-65, 0574-2415-65, 0574-2420-65, 0574-2430-65","Methylphenidate, Film, Extended Release, 20 mg (NDC 0574-2420-65)","Film, Extended Release",Unavailable,"N0000175739, N0000175729",NDA021514,,METHYLPHENIDATE,Central Nervous System Stimulant [EPC],,Current,Shortage of an active ingredient,Estimated availability: early September 2025. Distributed by Padagis US LLC,,207ZZ9QZ49,0574-2420-65,800-455-8070,
Aurobindo Pharma USA,"HYDROCHLOROTHIAZIDE, QUINAPRIL HYDROCHLORIDE",Increased Diuresis [PE],01/19/2023,Reverified,ORAL,Quinapril/Hydrochlorothiazide Tablet,"310796, 310797, 310809",,50a58159-9572-4445-9859-b392632597da,09/17/2025,HUMAN PRESCRIPTION DRUG,,Cardiovascular,QUINAPRIL HYDROCHLORIDE/HYDROCHLOROTHIAZIDE,"65862-161, 65862-162, 65862-163",Aurobindo Pharma Limited,5842ecc2-874a-481b-8997-afa9d862dc5d,"65862-161-90, 65862-162-30, 65862-162-90, 65862-163-90","Quinapril Hydrochloride And Hydrochlorothiazide, Tablet, 12.5 mg; 10 mg (NDC 65862-161-90)",Tablet,Discontinued,"N0000175359, N0000175419, M0471776",ANDA078450,Thiazides [CS],QUINAPRIL HYDROCHLORIDE/HYDROCHLOROTHIAZIDE,Thiazide Diuretic [EPC],,Current,Discontinuation of the manufacture of the drug,,,"0J48LPH2TH, 33067B3N2M",65862-161-90,866-850-2876,
B. Braun Medical Inc.,SODIUM CHLORIDE,,06/21/2018,Revised,INTRAVENOUS,Sodium Chloride 0.9% Injection,"1807552, 1807634, 1807639",,e44c41ae-c9c8-4dd8-ba6c-cebb585378aa,08/08/2025,HUMAN PRESCRIPTION DRUG,,Other,SODIUM CHLORIDE,"0264-5802, 0264-5804",B. Braun Medical Inc.,d34ea9bc-a1f9-402a-97cf-894505cee75d,"0264-5802-00, 0264-5802-10, 0264-5804-00","Sodium Chloride 0.9%, Injection, .9 g/100 mL (NDC 0264-5802-10)",Injection,,,NDA019635,,SODIUM CHLORIDE,,Available,Resolved,,,08/08/2025,451W47IQ8X,0264-5802-10,800-227-2862,
